# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  4 18:20:06 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name not null
# CONSTRAINT:  and hostname not null
# CONSTRAINT:  and sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and sy_mnum not null
# CONSTRAINT:  and disc_year not null
# CONSTRAINT:  and disc_facility not null
# CONSTRAINT:  and pl_refname not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and st_teff not null
# CONSTRAINT:  and ra not null
# CONSTRAINT:  and dec not null
# CONSTRAINT:  and sy_dist not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-553 c,Kepler-553,1,2,0,2016,Kepler,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,328.24017000,0.00039000,-0.00040000,0,11.579,0.359,-0.280,0,2129.45033,139.84450,-136.66622,0,251,4,-4,0,5191.00,76.00,-78.00,0,298.5508922,48.3325405,728.5250000,12.5710000,-12.5710000
Kepler-6 b,Kepler-6,1,1,0,2009,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.23469960,0.00000040,-0.00000040,0,14.617,0.202,-0.370,0,212.31044,12.07754,-11.12405,0,1460,10,-10,0,5647.00,44.00,-44.00,0,296.8372475,48.2399695,587.0390000,5.0710000,-4.9860000
Kepler-6 b,Kepler-6,1,1,0,2009,Kepler,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,3.23470200,0.00000330,-0.00000330,0,13.103,0.628,-0.291,0,201.18639,19.38763,-10.80622,0,1451,15,-13,0,5647.00,50.00,-50.00,0,296.8372475,48.2399695,587.0390000,5.0710000,-4.9860000
Kepler-6 b,Kepler-6,1,1,0,2009,Kepler,<a refstr=DUNHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.136D/abstract target=ref> Dunham et al. 2010 </a>,3.23472300,0.00001700,-0.00001700,0,14.830,0.291,-0.325,0,212.61900,7.94500,-9.53400,0,1500,200,-200,0,5647.00,44.00,-44.00,0,296.8372475,48.2399695,587.0390000,5.0710000,-4.9860000
Kepler-62 b,Kepler-62,1,5,0,2013,Kepler,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,5.71493200,0.00000900,-0.00000900,0,1.310,0.040,-0.040,0,9.00000,,,1,750,41,-41,0,4925.00,70.00,-70.00,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000
Kepler-62 c,Kepler-62,1,5,0,2013,Kepler,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,12.44170000,0.00010000,-0.00010000,0,0.540,0.030,-0.030,0,4.00000,,,1,578,31,-31,0,4925.00,70.00,-70.00,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000
Kepler-62 d,Kepler-62,1,5,0,2013,Kepler,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,18.16406000,0.00002000,-0.00002000,0,1.950,0.070,-0.070,0,14.00000,,,1,510,28,-28,0,4925.00,70.00,-70.00,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000
Kepler-62 e,Kepler-62,1,5,0,2013,Kepler,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,122.38740000,0.00080000,-0.00080000,0,1.610,0.050,-0.050,0,36.00000,,,1,270,15,-15,0,4925.00,70.00,-70.00,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000
Kepler-62 f,Kepler-62,1,5,0,2013,Kepler,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,267.29100000,0.00500000,-0.00500000,0,1.410,0.070,-0.070,0,35.00000,,,1,208,11,-11,0,4925.00,70.00,-70.00,0,283.2125621,45.3496992,300.8740000,1.2190000,-1.2190000
Kepler-68 b,Kepler-68,2,4,0,2013,Kepler,<a refstr=GILLILAND_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...40G/abstract target=ref> Gilliland et al. 2013 </a>,5.39876300,0.00000400,-0.00000400,0,2.310,0.060,-0.090,0,8.30000,2.20000,-2.40000,0,1280,90,-90,0,5793.00,74.00,-74.00,0,291.0323102,49.0402129,144.1660000,0.4360000,-0.4340000
Kepler-68 b,Kepler-68,2,4,0,2013,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,5.39875259,0.00000052,-0.00000052,0,2.357,0.023,-0.023,0,8.03000,0.67000,-0.67000,0,1275,17,-17,0,5847.00,75.00,-75.00,0,291.0323102,49.0402129,144.1660000,0.4360000,-0.4340000
Kepler-68 c,Kepler-68,2,4,0,2013,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,9.60502700,0.00001300,-0.00001300,0,0.979,0.019,-0.019,0,1.30000,,,1,1052,14,-14,0,5847.00,75.00,-75.00,0,291.0323102,49.0402129,144.1660000,0.4360000,-0.4340000
Kepler-7 b,Kepler-7,1,1,0,2009,Kepler,<a refstr=LATHAM_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.140L/abstract target=ref> Latham et al. 2010 </a>,4.88552500,0.00004000,-0.00004000,0,16.567,0.560,-0.572,0,137.61500,12.71300,-13.03000,0,1540,200,-200,0,5933.00,44.00,-44.00,0,288.5814928,41.0897335,922.5620000,20.6050000,-19.7390000
Kepler-7 b,Kepler-7,1,1,0,2009,Kepler,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.88549220,0.00000380,-0.00000380,0,18.484,0.426,-0.426,0,143.97699,21.61244,-21.61244,0,1619,15,-15,0,5933.00,50.00,-50.00,0,288.5814928,41.0897335,922.5620000,20.6050000,-19.7390000
Kepler-7 b,Kepler-7,1,1,0,2009,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,4.88548920,0.00000090,-0.00000090,0,18.181,0.146,-0.146,0,140.16303,13.66669,-13.34886,0,1630,10,-10,0,5933.00,44.00,-44.00,0,288.5814928,41.0897335,922.5620000,20.6050000,-19.7390000
Kepler-7 b,Kepler-7,1,1,0,2009,Kepler,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,4.88549480,0.00000820,-0.00000820,0,17.957,0.852,-0.852,0,135.07775,14.93801,-14.93801,0,1621,23,-23,0,5933.00,50.00,-50.00,0,288.5814928,41.0897335,922.5620000,20.6050000,-19.7390000
Kepler-74 b,Kepler-74,1,1,0,2013,Kepler,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...554A.114H/abstract target=ref> Hebrard et al. 2013 </a>,7.34071800,0.00000100,-0.00000100,0,14.800,1.570,-1.570,0,216.12000,28.60000,-28.60000,0,1250,120,-120,0,6050.00,110.00,-110.00,0,293.0925275,41.3555095,1177.5500000,28.4850000,-28.4850000
Kepler-74 b,Kepler-74,1,1,0,2013,Kepler,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,7.34071100,0.00000600,-0.00000600,0,10.760,0.220,-0.220,0,200.22000,38.14000,-38.14000,0,1078,19,-19,0,6000.00,100.00,-100.00,0,293.0925275,41.3555095,1177.5500000,28.4850000,-28.4850000
Kepler-75 b,Kepler-75,1,1,0,2013,Kepler,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...554A.114H/abstract target=ref> Hebrard et al. 2013 </a>,8.88492400,0.00000200,-0.00000200,0,11.550,0.670,-0.670,0,3146.40000,158.90000,-158.90000,0,850,40,-40,0,5330.00,120.00,-120.00,0,291.1376203,36.5773443,835.3560000,18.7610000,-17.9680000
Kepler-75 b,Kepler-75,1,1,0,2013,Kepler,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,8.88491160,0.00000340,-0.00000340,0,11.770,0.340,-0.340,0,3209.90000,127.10000,-127.10000,0,767,16,-16,0,5200.00,100.00,-100.00,0,291.1376203,36.5773443,835.3560000,18.7610000,-17.9680000
Kepler-76 b,Kepler-76,1,1,0,2013,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.54492980,0.00000040,-0.00000040,0,15.244,1.345,-1.345,0,638.83830,117.59710,-111.24050,0,2140,40,-40,0,6409.00,95.00,-95.00,0,294.1921185,39.6189727,822.9600000,10.4350000,-10.1820000
Kepler-77 b,Kepler-77,1,1,0,2013,Kepler,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,3.57878087,0.00000023,-0.00000023,0,10.761,0.179,-0.179,0,136.66100,10.17000,-10.17000,0,1440,100,-120,0,5520.00,60.00,-60.00,0,289.6079433,44.3454347,639.4110000,7.0550000,-7.0550000
Kepler-78 b,Kepler-78,2,1,0,2013,Kepler,<a refstr=PEPE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.503..377P/abstract target=ref> Pepe et al. 2013 </a>,0.35500000,0.00040000,-0.00040000,0,1.173,0.159,-0.089,0,1.86000,0.38000,-0.25000,0,2250,750,-750,0,5058.00,50.00,-50.00,0,293.7419543,44.4482521,124.3760000,0.3300000,-0.3290000
Kepler-78 b,Kepler-78,2,1,0,2013,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.35500745,0.00000008,-0.00000008,0,1.201,0.028,-0.028,0,1.68000,0.27000,-0.27000,0,2223,32,-32,0,5058.00,50.00,-50.00,0,293.7419543,44.4482521,124.3760000,0.3300000,-0.3290000
Kepler-8 b,Kepler-8,1,1,0,2010,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.52249910,0.00000070,-0.00000070,0,15.872,0.594,-0.695,0,187.51970,41.31790,-38.13960,0,1680,40,-40,0,6213.00,150.00,-150.00,0,281.2881335,42.4510975,1021.8700000,14.5750000,-14.5750000
Kepler-8 b,Kepler-8,1,1,0,2010,Kepler,<a refstr=JENKINS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...724.1108J/abstract target=ref> Jenkins et al. 2010 </a>,3.52254000,0.00003000,-0.00005000,0,15.906,0.628,-0.650,0,191.64300,41.31600,-60.38500,0,1764,200,-200,0,6213.00,150.00,-150.00,0,281.2881335,42.4510975,1021.8700000,14.5750000,-14.5750000
Kepler-8 b,Kepler-8,1,1,0,2010,Kepler,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,3.52250470,0.00000760,-0.00000760,0,15.480,0.415,-0.415,0,187.51970,38.13960,-38.13960,0,1662,41,-41,0,6213.00,150.00,-150.00,0,281.2881335,42.4510975,1021.8700000,14.5750000,-14.5750000
Kepler-849 b,Kepler-849,1,1,0,2016,Kepler,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,394.62508000,0.00081000,-0.00079000,0,8.082,0.303,-0.325,0,298.75870,63.56568,-63.56568,0,363,6,-6,0,5950.00,140.00,-130.00,0,290.8517961,48.5213243,822.1340000,16.3330000,-15.7190000
Kepler-87 b,Kepler-87,1,2,0,2013,Kepler,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,114.73635000,0.00015000,-0.00015000,0,13.490,0.550,-0.550,0,324.20000,8.80000,-8.80000,0,478,4,-4,0,5600.00,50.00,-50.00,0,297.9168433,46.9651146,1232.9000000,27.0200000,-27.0200000
Kepler-87 c,Kepler-87,1,2,0,2013,Kepler,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,191.23180000,0.00150000,-0.00150000,0,6.140,0.290,-0.290,0,6.40000,0.80000,-0.80000,0,403,4,-4,0,5600.00,50.00,-50.00,0,297.9168433,46.9651146,1232.9000000,27.0200000,-27.0200000
Kepler-91 b,Kepler-91,1,1,0,2013,Kepler,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,6.24658000,0.00008000,-0.00008000,0,15.323,0.773,-0.673,0,257.44230,57.20940,-54.03110,0,2040,50,-50,0,4550.00,75.00,-75.00,0,285.6729033,44.1167513,1294.6900000,40.7350000,-40.7350000
Kepler-93 b,Kepler-93,1,2,0,2014,Kepler,<a refstr=DRESSING_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800..135D/abstract target=ref>Dressing et al. 2015</a>,4.72673978,0.00000097,-0.00000097,0,1.478,0.019,-0.019,0,4.02000,0.68000,-0.68000,0,1037,13,-13,0,5655.00,157.36,-125.17,0,291.4181275,38.6723124,95.9115000,0.2217000,-0.2206000
Kepler-93 b,Kepler-93,1,2,0,2014,Kepler,<a refstr=BALLARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...790...12B/abstract target=ref>Ballard et al. 2014</a>,4.72673978,0.00000097,-0.00000097,0,1.478,0.019,-0.019,0,3.80000,1.50000,-1.50000,0,1037,13,-13,0,5669.00,75.00,-75.00,0,291.4181275,38.6723124,95.9115000,0.2217000,-0.2206000
Kepler-93 b,Kepler-93,1,2,0,2014,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,4.72673978,0.00000097,-0.00000097,0,1.478,0.019,-0.019,0,4.66000,0.53000,-0.53000,0,1133,17,-17,0,5669.00,75.00,-75.00,0,291.4181275,38.6723124,95.9115000,0.2217000,-0.2206000
L 168-9 b,L 168-9,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ASTUDILLO_DEFRU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..58A/abstract target=ref>Astudillo-Defru et al. 2020</a>,1.40150000,0.00018000,-0.00018000,0,1.390,0.090,-0.090,0,4.60000,0.56000,-0.56000,0,965,20,-20,0,3800.00,70.00,-70.00,0,350.0285917,-60.0657292,25.1496000,0.0239000,-0.0239000
L 168-9 b,L 168-9,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,1.40152604,0.00000074,-0.00000082,0,1.630,0.140,-0.140,0,4.07000,0.45000,-0.45000,0,998,39,-39,0,3842.00,32.00,-32.00,0,350.0285917,-60.0657292,25.1496000,0.0239000,-0.0239000
L 98-59 b,L 98-59,1,4,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,2.25311360,0.00000120,-0.00000150,0,0.850,0.061,-0.047,0,0.40000,0.16000,-0.15000,0,627,33,-36,0,3415.00,135.00,-135.00,0,124.5328604,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 b,L 98-59,1,4,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,2.25310000,0.00040000,-0.00040000,0,0.800,0.050,-0.050,0,1.01000,,,1,610,13,-13,0,3412.00,49.00,-49.00,0,124.5328604,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 c,L 98-59,1,4,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,3.69067770,0.00000160,-0.00000260,0,1.385,0.095,-0.075,0,2.22000,0.26000,-0.25000,0,553,27,-26,0,3415.00,135.00,-135.00,0,124.5328604,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 c,L 98-59,1,4,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,3.69040000,0.00030000,-0.00030000,0,1.350,0.070,-0.070,0,2.42000,0.35000,-0.34000,0,517,11,-11,0,3412.00,49.00,-49.00,0,124.5328604,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 d,L 98-59,1,4,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CLOUTIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...629A.111C/abstract target=ref>Cloutier et al. 2019</a>,7.45120000,0.00070000,-0.00070000,0,1.570,0.140,-0.140,0,2.31000,0.46000,-0.45000,0,409,8,-8,0,3412.00,49.00,-49.00,0,124.5328604,-68.3144658,10.6194000,0.0032000,-0.0032000
L 98-59 d,L 98-59,1,4,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,7.45072450,0.00000810,-0.00000460,0,1.521,0.119,-0.098,0,1.94000,0.28000,-0.28000,0,416,20,-20,0,3415.00,135.00,-135.00,0,124.5328604,-68.3144658,10.6194000,0.0032000,-0.0032000
LHS 1140 b,LHS 1140,1,2,0,2017,MEarth Project,<a refstr=DITTMANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.544..333D/abstract target=ref>Dittmann et al. 2017</a>,24.73712000,0.00025000,-0.00025000,0,1.430,0.100,-0.100,0,6.65000,1.82000,-1.82000,0,230,20,-20,0,3131.00,100.00,-100.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 b,LHS 1140,1,2,0,2017,MEarth Project,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,24.73695900,0.00008000,-0.00008000,0,1.727,0.032,-0.032,0,6.98000,0.89000,-0.89000,0,235,5,-5,0,3216.00,39.00,-39.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 b,LHS 1140,1,2,0,2017,MEarth Project,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,24.73723000,0.00002000,-0.00002000,0,1.730,0.025,-0.025,0,5.60000,0.19000,-0.19000,0,226,4,-4,0,3096.00,48.00,-48.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 b,LHS 1140,1,2,0,2017,MEarth Project,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,24.73694000,0.00041000,-0.00040000,0,1.635,0.046,-0.046,0,6.38000,0.46000,-0.44000,0,379,4,-4,0,2988.00,67.00,-67.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 c,LHS 1140,1,2,0,2018,Multiple Observatories,<a refstr=MENT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...32M/abstract target=ref>Ment et al. 2019</a>,3.77793100,0.00000300,-0.00000300,0,1.282,0.024,-0.024,0,1.81000,0.39000,-0.39000,0,438,9,-9,0,3216.00,39.00,-39.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 c,LHS 1140,1,2,0,2018,Multiple Observatories,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.121L/abstract target=ref>Lillo-Box et al. 2020</a>,3.77792000,0.00003000,-0.00003000,0,1.169,0.037,-0.038,0,1.76000,0.17000,-0.16000,0,709,8,-8,0,2988.00,67.00,-67.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1140 c,LHS 1140,1,2,0,2018,Multiple Observatories,<a refstr=CADIEUX_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...960L...3C/abstract target=ref>Cadieux et al. 2024</a>,3.77794000,0.00000200,-0.00000200,0,1.272,0.026,-0.026,0,1.91000,0.06000,-0.06000,0,422,7,-7,0,3096.00,48.00,-48.00,0,11.2486320,-15.2741085,14.9861000,0.0153000,-0.0152000
LHS 1478 b,LHS 1478,1,1,0,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,1.94953780,0.00000400,-0.00000410,0,1.242,0.051,-0.049,0,2.33000,0.20000,-0.20000,0,595,10,-10,0,3381.00,54.00,-54.00,0,44.3388743,76.5514045,18.2276000,0.0110000,-0.0110000
LHS 1815 b,LHS 1815,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..160G/abstract target=ref>Gan et al. 2020</a>,3.81433000,0.00003000,-0.00003000,0,1.088,0.064,-0.064,0,8.70000,,,1,617,84,-84,0,3643.00,142.00,-142.00,0,91.0899861,-55.3115376,29.8424000,0.0239000,-0.0239000
LP 714-47 b,LP 714-47,1,1,0,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A.127D/abstract target=ref>Dreizler et al. 2020</a>,4.05203700,0.00000400,-0.00000400,0,4.700,0.300,-0.300,0,30.80000,1.50000,-1.50000,0,700,19,-24,0,3950.00,51.00,-51.00,0,64.1902212,-12.0848643,52.6160000,0.1152500,-0.1152500
LP 791-18 c,LP 791-18,1,3,0,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,4.98990930,0.00000740,-0.00000720,0,2.438,0.096,-0.096,0,7.10000,0.70000,-0.70000,0,324,2,-2,0,2960.00,55.00,-55.00,0,165.6904843,-16.4064445,26.4927000,0.0640000,-0.0638000
LP 791-18 d,LP 791-18,1,3,0,2023,Spitzer Space Telescope,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,2.75343600,0.00001300,-0.00001300,0,1.032,0.044,-0.043,0,0.90000,0.50000,-0.40000,0,396,3,-2,0,2960.00,55.00,-55.00,0,165.6904843,-16.4064445,26.4927000,0.0640000,-0.0638000
LP 890-9 b,LP 890-9,1,2,0,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,2.72990250,0.00000340,-0.00000400,0,1.320,0.053,-0.027,0,13.20000,,,1,396,3,-3,0,2850.00,75.00,-75.00,0,64.1309096,-28.3157909,32.4298000,0.0702000,-0.0699000
